
100 0.000154
600 0.003613
1100 0.006507
1600 0.006732
2100 0.012482
2600 0.018764
3100 0.024713
3600 0.033651
4100 0.04186
4600 0.057689
5100 0.065561
5600 0.087604
6100 0.096385
6600 0.123801
7100 0.136061
7600 0.170888
8100 0.186658
8600 0.223907
9100 0.25078
9600 0.273954
10100 0.316989
10600 0.347074
11100 0.374842
11600 0.415539
12100 0.466978
12600 0.507908
13100 0.545525
13600 0.582676
14100 0.610923
14600 0.630298
15100 0.679047
15600 0.734593
16100 0.787822
16600 0.847526
17100 0.952914
17600 0.968783
18100 1.0233
18600 1.07381
19100 1.12051
19600 1.2213
20100 1.32561
20600 1.31165
21100 1.41591
21600 1.64471
22100 1.52853
22600 1.67544
23100 1.97132
23600 1.92866
24100 2.0448
24600 2.03817
25100 2.05574
25600 2.112
26100 2.28652
26600 2.2955
27100 2.41158
27600 2.49272
28100 2.48531
28600 2.60009
29100 2.79336
29600 2.90663
